code,ring_type,area,date,year,month,quarter,nominal_price,strata_title,year_y,month ,year2,CPI_quarter2,real_price
150,Inner Ring,Ashfield,1991-03-01,1991,3,1991Q1,137.0,all dwelling,1991-06-01,6,1991,57.2,289.07
150,Inner Ring,Ashfield,1991-06-01,1991,6,1991Q2,141.0,all dwelling,1991-06-01,6,1991,57.2,297.51
150,Inner Ring,Ashfield,1991-09-01,1991,9,1991Q3,142.0,all dwelling,1991-06-01,6,1991,57.2,299.62
150,Inner Ring,Ashfield,1991-12-01,1991,12,1991Q4,145.0,all dwelling,1991-06-01,6,1991,57.2,305.95
150,Inner Ring,Ashfield,1992-03-01,1992,3,1992Q1,158.0,all dwelling,1992-06-01,6,1992,54.0,352.34
150,Inner Ring,Ashfield,1992-06-01,1992,6,1992Q2,158.0,all dwelling,1992-06-01,6,1992,54.0,352.34
150,Inner Ring,Ashfield,1992-09-01,1992,9,1992Q3,155.0,all dwelling,1992-06-01,6,1992,54.0,345.65
150,Inner Ring,Ashfield,1992-12-01,1992,12,1992Q4,146.0,all dwelling,1992-06-01,6,1992,54.0,325.58
150,Inner Ring,Ashfield,1993-03-01,1993,3,1993Q1,160.0,all dwelling,1993-06-01,6,1993,53.7,360.0
150,Inner Ring,Ashfield,1993-06-01,1993,6,1993Q2,159.0,all dwelling,1993-06-01,6,1993,53.7,357.75
150,Inner Ring,Ashfield,1993-09-01,1993,9,1993Q3,165.0,all dwelling,1993-06-01,6,1993,53.7,371.25
150,Inner Ring,Ashfield,1993-12-01,1993,12,1993Q4,175.0,all dwelling,1993-06-01,6,1993,53.7,393.75
150,Inner Ring,Ashfield,1994-03-01,1994,3,1994Q1,180.0,all dwelling,1994-06-01,6,1994,53.5,405.0
150,Inner Ring,Ashfield,1994-06-01,1994,6,1994Q2,180.0,all dwelling,1994-06-01,6,1994,53.5,405.0
150,Inner Ring,Ashfield,1994-09-01,1994,9,1994Q3,162.0,all dwelling,1994-06-01,6,1994,53.5,364.5
150,Inner Ring,Ashfield,1994-12-01,1994,12,1994Q4,177.0,all dwelling,1994-06-01,6,1994,53.5,398.25
150,Inner Ring,Ashfield,1995-03-01,1995,3,1995Q1,178.0,all dwelling,1995-06-01,6,1995,59.5,361.34
150,Inner Ring,Ashfield,1995-06-01,1995,6,1995Q2,160.0,all dwelling,1995-06-01,6,1995,59.5,324.79999999999995
150,Inner Ring,Ashfield,1995-09-01,1995,9,1995Q3,166.0,all dwelling,1995-06-01,6,1995,59.5,336.97999999999996
150,Inner Ring,Ashfield,1995-12-01,1995,12,1995Q4,203.0,all dwelling,1995-06-01,6,1995,59.5,412.09
150,Inner Ring,Ashfield,1996-03-01,1996,3,1996Q1,174.0,all dwelling,1996-06-01,6,1996,61.4,341.04
150,Inner Ring,Ashfield,1996-06-01,1996,6,1996Q2,188.0,all dwelling,1996-06-01,6,1996,61.4,368.48
150,Inner Ring,Ashfield,1996-09-01,1996,9,1996Q3,184.0,all dwelling,1996-06-01,6,1996,61.4,360.64
150,Inner Ring,Ashfield,1996-12-01,1996,12,1996Q4,180.0,all dwelling,1996-06-01,6,1996,61.4,352.8
150,Inner Ring,Ashfield,1997-03-01,1997,3,1997Q1,180.0,all dwelling,1997-06-01,6,1997,56.8,381.6
150,Inner Ring,Ashfield,1997-06-01,1997,6,1997Q2,206.0,all dwelling,1997-06-01,6,1997,56.8,436.72
150,Inner Ring,Ashfield,1997-09-01,1997,9,1997Q3,225.0,all dwelling,1997-06-01,6,1997,56.8,477.0
150,Inner Ring,Ashfield,1997-12-01,1997,12,1997Q4,251.0,all dwelling,1997-06-01,6,1997,56.8,532.12
150,Inner Ring,Ashfield,1998-03-01,1998,3,1998Q1,245.0,all dwelling,1998-06-01,6,1998,56.6,521.85
150,Inner Ring,Ashfield,1998-06-01,1998,6,1998Q2,230.0,all dwelling,1998-06-01,6,1998,56.6,489.9
150,Inner Ring,Ashfield,1998-09-01,1998,9,1998Q3,256.0,all dwelling,1998-06-01,6,1998,56.6,545.28
150,Inner Ring,Ashfield,1998-12-01,1998,12,1998Q4,258.0,all dwelling,1998-06-01,6,1998,56.6,549.54
150,Inner Ring,Ashfield,1999-03-01,1999,3,1999Q1,280.0,all dwelling,1999-06-01,6,1999,58.2,579.5999999999999
150,Inner Ring,Ashfield,1999-06-01,1999,6,1999Q2,265.0,all dwelling,1999-06-01,6,1999,58.2,548.55
150,Inner Ring,Ashfield,1999-09-01,1999,9,1999Q3,260.0,all dwelling,1999-06-01,6,1999,58.2,538.1999999999999
150,Inner Ring,Ashfield,1999-12-01,1999,12,1999Q4,286.0,all dwelling,1999-06-01,6,1999,58.2,592.02
150,Inner Ring,Ashfield,2000-03-01,2000,3,2000Q1,270.0,all dwelling,2000-06-01,6,2000,61.2,531.9
150,Inner Ring,Ashfield,2000-06-01,2000,6,2000Q2,300.0,all dwelling,2000-06-01,6,2000,61.2,591.0
150,Inner Ring,Ashfield,2000-09-01,2000,9,2000Q3,270.0,all dwelling,2000-06-01,6,2000,61.2,531.9
150,Inner Ring,Ashfield,2000-12-01,2000,12,2000Q4,275.0,all dwelling,2000-06-01,6,2000,61.2,541.75
150,Inner Ring,Ashfield,2001-03-01,2001,3,2001Q1,285.0,all dwelling,2001-06-01,6,2001,65.4,524.4
150,Inner Ring,Ashfield,2001-06-01,2001,6,2001Q2,304.0,all dwelling,2001-06-01,6,2001,65.4,559.36
150,Inner Ring,Ashfield,2001-09-01,2001,9,2001Q3,320.0,all dwelling,2001-06-01,6,2001,65.4,588.8000000000001
150,Inner Ring,Ashfield,2001-12-01,2001,12,2001Q4,360.0,all dwelling,2001-06-01,6,2001,65.4,662.4
150,Inner Ring,Ashfield,2002-03-01,2002,3,2002Q1,356.0,all dwelling,2002-06-01,6,2002,67.2,637.24
150,Inner Ring,Ashfield,2002-06-01,2002,6,2002Q2,361.0,all dwelling,2002-06-01,6,2002,67.2,646.19
150,Inner Ring,Ashfield,2002-09-01,2002,9,2002Q3,385.0,all dwelling,2002-06-01,6,2002,67.2,689.15
150,Inner Ring,Ashfield,2002-12-01,2002,12,2002Q4,348.0,all dwelling,2002-06-01,6,2002,67.2,622.92
150,Inner Ring,Ashfield,2003-03-01,2003,3,2003Q1,375.0,all dwelling,2003-06-01,6,2003,68.9,656.25
150,Inner Ring,Ashfield,2003-06-01,2003,6,2003Q2,379.0,all dwelling,2003-06-01,6,2003,68.9,663.25
150,Inner Ring,Ashfield,2003-09-01,2003,9,2003Q3,430.0,all dwelling,2003-06-01,6,2003,68.9,752.5
150,Inner Ring,Ashfield,2003-12-01,2003,12,2003Q4,410.0,all dwelling,2003-06-01,6,2003,68.9,717.5
150,Inner Ring,Ashfield,2004-03-01,2004,3,2004Q1,385.0,all dwelling,2004-06-01,6,2004,71.1,654.5
150,Inner Ring,Ashfield,2004-06-01,2004,6,2004Q2,354.0,all dwelling,2004-06-01,6,2004,71.1,601.8
150,Inner Ring,Ashfield,2004-09-01,2004,9,2004Q3,350.0,all dwelling,2004-06-01,6,2004,71.1,595.0
150,Inner Ring,Ashfield,2004-12-01,2004,12,2004Q4,438.0,all dwelling,2004-06-01,6,2004,71.1,744.6
150,Inner Ring,Ashfield,2005-03-01,2005,3,2005Q1,399.0,all dwelling,2005-06-01,6,2005,73.7,654.36
150,Inner Ring,Ashfield,2005-06-01,2005,6,2005Q2,380.0,all dwelling,2005-06-01,6,2005,73.7,623.1999999999999
150,Inner Ring,Ashfield,2005-09-01,2005,9,2005Q3,380.0,all dwelling,2005-06-01,6,2005,73.7,623.1999999999999
150,Inner Ring,Ashfield,2005-12-01,2005,12,2005Q4,371.0,all dwelling,2005-06-01,6,2005,73.7,608.4399999999999
150,Inner Ring,Ashfield,2006-03-01,2006,3,2006Q1,385.0,all dwelling,2006-06-01,6,2006,75.6,616.0
150,Inner Ring,Ashfield,2006-06-01,2006,6,2006Q2,395.0,all dwelling,2006-06-01,6,2006,75.6,632.0
150,Inner Ring,Ashfield,2006-09-01,2006,9,2006Q3,392.0,all dwelling,2006-06-01,6,2006,75.6,627.2
150,Inner Ring,Ashfield,2006-12-01,2006,12,2006Q4,478.0,all dwelling,2006-06-01,6,2006,75.6,764.8000000000001
150,Inner Ring,Ashfield,2007-03-01,2007,3,2007Q1,394.0,all dwelling,2007-06-01,6,2007,77.9,610.7
150,Inner Ring,Ashfield,2007-06-01,2007,6,2007Q2,395.0,all dwelling,2007-06-01,6,2007,77.9,612.25
150,Inner Ring,Ashfield,2007-09-01,2007,9,2007Q3,410.0,all dwelling,2007-06-01,6,2007,77.9,635.5
150,Inner Ring,Ashfield,2007-12-01,2007,12,2007Q4,400.0,all dwelling,2007-06-01,6,2007,77.9,620.0
150,Inner Ring,Ashfield,2008-03-01,2008,3,2008Q1,405.0,all dwelling,2008-06-01,6,2008,82.4,591.3
150,Inner Ring,Ashfield,2008-06-01,2008,6,2008Q2,363.0,all dwelling,2008-06-01,6,2008,82.4,529.98
150,Inner Ring,Ashfield,2008-09-01,2008,9,2008Q3,377.0,all dwelling,2008-06-01,6,2008,82.4,550.42
150,Inner Ring,Ashfield,2008-12-01,2008,12,2008Q4,373.0,all dwelling,2008-06-01,6,2008,82.4,544.58
150,Inner Ring,Ashfield,2009-03-01,2009,3,2009Q1,403.0,all dwelling,2009-06-01,6,2009,86.9,560.17
150,Inner Ring,Ashfield,2009-06-01,2009,6,2009Q2,415.0,all dwelling,2009-06-01,6,2009,86.9,576.8499999999999
150,Inner Ring,Ashfield,2009-09-01,2009,9,2009Q3,426.0,all dwelling,2009-06-01,6,2009,86.9,592.14
150,Inner Ring,Ashfield,2009-12-01,2009,12,2009Q4,512.0,all dwelling,2009-06-01,6,2009,86.9,711.68
150,Inner Ring,Ashfield,2010-03-01,2010,3,2010Q1,462.0,all dwelling,2010-06-01,6,2010,92.1,605.22
150,Inner Ring,Ashfield,2010-06-01,2010,6,2010Q2,510.0,all dwelling,2010-06-01,6,2010,92.1,668.1
150,Inner Ring,Ashfield,2010-09-01,2010,9,2010Q3,520.0,all dwelling,2010-06-01,6,2010,92.1,681.2
150,Inner Ring,Ashfield,2010-12-01,2010,12,2010Q4,527.0,all dwelling,2010-06-01,6,2010,92.1,690.37
150,Inner Ring,Ashfield,2011-03-01,2011,3,2011Q1,513.0,all dwelling,2011-06-01,6,2011,96.8,641.25
150,Inner Ring,Ashfield,2011-06-01,2011,6,2011Q2,572.0,all dwelling,2011-06-01,6,2011,96.8,715.0
150,Inner Ring,Ashfield,2011-09-01,2011,9,2011Q3,515.0,all dwelling,2011-06-01,6,2011,96.8,643.75
150,Inner Ring,Ashfield,2011-12-01,2011,12,2011Q4,518.0,all dwelling,2011-06-01,6,2011,96.8,647.5
150,Inner Ring,Ashfield,2012-03-01,2012,3,2012Q1,520.0,all dwelling,2012-06-01,6,2012,101.0,618.8
150,Inner Ring,Ashfield,2012-06-01,2012,6,2012Q2,572.0,all dwelling,2012-06-01,6,2012,101.0,680.68
150,Inner Ring,Ashfield,2012-09-01,2012,9,2012Q3,536.0,all dwelling,2012-06-01,6,2012,101.0,637.8399999999999
150,Inner Ring,Ashfield,2012-12-01,2012,12,2012Q4,554.0,all dwelling,2012-06-01,6,2012,101.0,659.26
150,Inner Ring,Ashfield,2013-03-01,2013,3,2013Q1,540.0,all dwelling,2013-06-01,6,2013,106.6,610.1999999999999
150,Inner Ring,Ashfield,2013-06-01,2013,6,2013Q2,532.0,all dwelling,2013-06-01,6,2013,106.6,601.16
150,Inner Ring,Ashfield,2013-09-01,2013,9,2013Q3,584.0,all dwelling,2013-06-01,6,2013,106.6,659.92
150,Inner Ring,Ashfield,2013-12-01,2013,12,2013Q4,672.0,all dwelling,2013-06-01,6,2013,106.6,759.3599999999999
150,Inner Ring,Ashfield,2014-03-01,2014,3,2014Q1,678.0,all dwelling,2014-06-01,6,2014,110.8,739.0200000000001
150,Inner Ring,Ashfield,2014-06-01,2014,6,2014Q2,685.0,all dwelling,2014-06-01,6,2014,110.8,746.6500000000001
150,Inner Ring,Ashfield,2014-09-01,2014,9,2014Q3,723.0,all dwelling,2014-06-01,6,2014,110.8,788.07
150,Inner Ring,Ashfield,2014-12-01,2014,12,2014Q4,720.0,all dwelling,2014-06-01,6,2014,110.8,784.8000000000001
150,Inner Ring,Ashfield,2015-03-01,2015,3,2015Q1,757.0,all dwelling,2015-06-01,6,2015,114.9,794.85
150,Inner Ring,Ashfield,2015-06-01,2015,6,2015Q2,820.0,all dwelling,2015-06-01,6,2015,114.9,861.0
150,Inner Ring,Ashfield,2015-09-01,2015,9,2015Q3,858.0,all dwelling,2015-06-01,6,2015,114.9,900.9000000000001
150,Inner Ring,Ashfield,2015-12-01,2015,12,2015Q4,848.0,all dwelling,2015-06-01,6,2015,114.9,890.4000000000001
150,Inner Ring,Ashfield,2016-03-01,2016,3,2016Q1,740.0,all dwelling,2016-06-01,6,2016,116.7,762.2
150,Inner Ring,Ashfield,2016-06-01,2016,6,2016Q2,854.0,all dwelling,2016-06-01,6,2016,116.7,879.62
150,Inner Ring,Ashfield,2016-09-01,2016,9,2016Q3,724.0,all dwelling,2016-06-01,6,2016,116.7,745.72
150,Inner Ring,Ashfield,2016-12-01,2016,12,2016Q4,800.0,all dwelling,2016-06-01,6,2016,116.7,824.0
150,Inner Ring,Ashfield,2017-03-01,2017,3,2017Q1,765.0,all dwelling,2017-06-01,6,2017,120.6,765.0
1100,Inner Ring,Botany Bay,1991-03-01,1991,3,1991Q1,194.0,all dwelling,1991-06-01,6,1991,57.2,409.34
1100,Inner Ring,Botany Bay,1991-06-01,1991,6,1991Q2,184.0,all dwelling,1991-06-01,6,1991,57.2,388.23999999999995
1100,Inner Ring,Botany Bay,1991-09-01,1991,9,1991Q3,170.0,all dwelling,1991-06-01,6,1991,57.2,358.7
1100,Inner Ring,Botany Bay,1991-12-01,1991,12,1991Q4,148.0,all dwelling,1991-06-01,6,1991,57.2,312.28
1100,Inner Ring,Botany Bay,1992-03-01,1992,3,1992Q1,150.0,all dwelling,1992-06-01,6,1992,54.0,334.5
1100,Inner Ring,Botany Bay,1992-06-01,1992,6,1992Q2,165.0,all dwelling,1992-06-01,6,1992,54.0,367.95
1100,Inner Ring,Botany Bay,1992-09-01,1992,9,1992Q3,145.0,all dwelling,1992-06-01,6,1992,54.0,323.35
1100,Inner Ring,Botany Bay,1992-12-01,1992,12,1992Q4,135.0,all dwelling,1992-06-01,6,1992,54.0,301.05
1100,Inner Ring,Botany Bay,1993-03-01,1993,3,1993Q1,147.0,all dwelling,1993-06-01,6,1993,53.7,330.75
1100,Inner Ring,Botany Bay,1993-06-01,1993,6,1993Q2,145.0,all dwelling,1993-06-01,6,1993,53.7,326.25
1100,Inner Ring,Botany Bay,1993-09-01,1993,9,1993Q3,160.0,all dwelling,1993-06-01,6,1993,53.7,360.0
1100,Inner Ring,Botany Bay,1993-12-01,1993,12,1993Q4,170.0,all dwelling,1993-06-01,6,1993,53.7,382.5
1100,Inner Ring,Botany Bay,1994-03-01,1994,3,1994Q1,153.0,all dwelling,1994-06-01,6,1994,53.5,344.25
1100,Inner Ring,Botany Bay,1994-06-01,1994,6,1994Q2,155.0,all dwelling,1994-06-01,6,1994,53.5,348.75
1100,Inner Ring,Botany Bay,1994-09-01,1994,9,1994Q3,143.0,all dwelling,1994-06-01,6,1994,53.5,321.75
1100,Inner Ring,Botany Bay,1994-12-01,1994,12,1994Q4,149.0,all dwelling,1994-06-01,6,1994,53.5,335.25
1100,Inner Ring,Botany Bay,1995-03-01,1995,3,1995Q1,170.0,all dwelling,1995-06-01,6,1995,59.5,345.09999999999997
1100,Inner Ring,Botany Bay,1995-06-01,1995,6,1995Q2,173.0,all dwelling,1995-06-01,6,1995,59.5,351.18999999999994
1100,Inner Ring,Botany Bay,1995-09-01,1995,9,1995Q3,200.0,all dwelling,1995-06-01,6,1995,59.5,405.99999999999994
1100,Inner Ring,Botany Bay,1995-12-01,1995,12,1995Q4,183.0,all dwelling,1995-06-01,6,1995,59.5,371.48999999999995
1100,Inner Ring,Botany Bay,1996-03-01,1996,3,1996Q1,175.0,all dwelling,1996-06-01,6,1996,61.4,343.0
1100,Inner Ring,Botany Bay,1996-06-01,1996,6,1996Q2,200.0,all dwelling,1996-06-01,6,1996,61.4,392.0
1100,Inner Ring,Botany Bay,1996-09-01,1996,9,1996Q3,189.0,all dwelling,1996-06-01,6,1996,61.4,370.44
1100,Inner Ring,Botany Bay,1996-12-01,1996,12,1996Q4,219.0,all dwelling,1996-06-01,6,1996,61.4,429.24
1100,Inner Ring,Botany Bay,1997-03-01,1997,3,1997Q1,255.0,all dwelling,1997-06-01,6,1997,56.8,540.6
1100,Inner Ring,Botany Bay,1997-06-01,1997,6,1997Q2,264.0,all dwelling,1997-06-01,6,1997,56.8,559.6800000000001
1100,Inner Ring,Botany Bay,1997-09-01,1997,9,1997Q3,219.0,all dwelling,1997-06-01,6,1997,56.8,464.28000000000003
1100,Inner Ring,Botany Bay,1997-12-01,1997,12,1997Q4,260.0,all dwelling,1997-06-01,6,1997,56.8,551.2
1100,Inner Ring,Botany Bay,1998-03-01,1998,3,1998Q1,245.0,all dwelling,1998-06-01,6,1998,56.6,521.85
1100,Inner Ring,Botany Bay,1998-06-01,1998,6,1998Q2,268.0,all dwelling,1998-06-01,6,1998,56.6,570.8399999999999
1100,Inner Ring,Botany Bay,1998-09-01,1998,9,1998Q3,266.0,all dwelling,1998-06-01,6,1998,56.6,566.5799999999999
1100,Inner Ring,Botany Bay,1998-12-01,1998,12,1998Q4,256.0,all dwelling,1998-06-01,6,1998,56.6,545.28
1100,Inner Ring,Botany Bay,1999-03-01,1999,3,1999Q1,295.0,all dwelling,1999-06-01,6,1999,58.2,610.65
1100,Inner Ring,Botany Bay,1999-06-01,1999,6,1999Q2,274.0,all dwelling,1999-06-01,6,1999,58.2,567.18
1100,Inner Ring,Botany Bay,1999-09-01,1999,9,1999Q3,280.0,all dwelling,1999-06-01,6,1999,58.2,579.5999999999999
1100,Inner Ring,Botany Bay,1999-12-01,1999,12,1999Q4,337.0,all dwelling,1999-06-01,6,1999,58.2,697.5899999999999
1100,Inner Ring,Botany Bay,2000-03-01,2000,3,2000Q1,338.0,all dwelling,2000-06-01,6,2000,61.2,665.86
1100,Inner Ring,Botany Bay,2000-06-01,2000,6,2000Q2,365.0,all dwelling,2000-06-01,6,2000,61.2,719.05
1100,Inner Ring,Botany Bay,2000-09-01,2000,9,2000Q3,300.0,all dwelling,2000-06-01,6,2000,61.2,591.0
1100,Inner Ring,Botany Bay,2000-12-01,2000,12,2000Q4,347.0,all dwelling,2000-06-01,6,2000,61.2,683.59
1100,Inner Ring,Botany Bay,2001-03-01,2001,3,2001Q1,342.0,all dwelling,2001-06-01,6,2001,65.4,629.28
1100,Inner Ring,Botany Bay,2001-06-01,2001,6,2001Q2,360.0,all dwelling,2001-06-01,6,2001,65.4,662.4
1100,Inner Ring,Botany Bay,2001-09-01,2001,9,2001Q3,355.0,all dwelling,2001-06-01,6,2001,65.4,653.2
1100,Inner Ring,Botany Bay,2001-12-01,2001,12,2001Q4,385.0,all dwelling,2001-06-01,6,2001,65.4,708.4
1100,Inner Ring,Botany Bay,2002-03-01,2002,3,2002Q1,418.0,all dwelling,2002-06-01,6,2002,67.2,748.22
1100,Inner Ring,Botany Bay,2002-06-01,2002,6,2002Q2,400.0,all dwelling,2002-06-01,6,2002,67.2,716.0
1100,Inner Ring,Botany Bay,2002-09-01,2002,9,2002Q3,440.0,all dwelling,2002-06-01,6,2002,67.2,787.6
1100,Inner Ring,Botany Bay,2002-12-01,2002,12,2002Q4,393.0,all dwelling,2002-06-01,6,2002,67.2,703.47
1100,Inner Ring,Botany Bay,2003-03-01,2003,3,2003Q1,475.0,all dwelling,2003-06-01,6,2003,68.9,831.25
1100,Inner Ring,Botany Bay,2003-06-01,2003,6,2003Q2,540.0,all dwelling,2003-06-01,6,2003,68.9,945.0
1100,Inner Ring,Botany Bay,2003-09-01,2003,9,2003Q3,505.0,all dwelling,2003-06-01,6,2003,68.9,883.75
1100,Inner Ring,Botany Bay,2003-12-01,2003,12,2003Q4,483.0,all dwelling,2003-06-01,6,2003,68.9,845.25
1100,Inner Ring,Botany Bay,2004-03-01,2004,3,2004Q1,480.0,all dwelling,2004-06-01,6,2004,71.1,816.0
1100,Inner Ring,Botany Bay,2004-06-01,2004,6,2004Q2,463.0,all dwelling,2004-06-01,6,2004,71.1,787.1
1100,Inner Ring,Botany Bay,2004-09-01,2004,9,2004Q3,475.0,all dwelling,2004-06-01,6,2004,71.1,807.5
1100,Inner Ring,Botany Bay,2004-12-01,2004,12,2004Q4,450.0,all dwelling,2004-06-01,6,2004,71.1,765.0
1100,Inner Ring,Botany Bay,2005-03-01,2005,3,2005Q1,450.0,all dwelling,2005-06-01,6,2005,73.7,738.0
1100,Inner Ring,Botany Bay,2005-06-01,2005,6,2005Q2,495.0,all dwelling,2005-06-01,6,2005,73.7,811.8
1100,Inner Ring,Botany Bay,2005-09-01,2005,9,2005Q3,488.0,all dwelling,2005-06-01,6,2005,73.7,800.3199999999999
1100,Inner Ring,Botany Bay,2005-12-01,2005,12,2005Q4,500.0,all dwelling,2005-06-01,6,2005,73.7,820.0
1100,Inner Ring,Botany Bay,2006-03-01,2006,3,2006Q1,460.0,all dwelling,2006-06-01,6,2006,75.6,736.0
1100,Inner Ring,Botany Bay,2006-06-01,2006,6,2006Q2,485.0,all dwelling,2006-06-01,6,2006,75.6,776.0
1100,Inner Ring,Botany Bay,2006-09-01,2006,9,2006Q3,440.0,all dwelling,2006-06-01,6,2006,75.6,704.0
1100,Inner Ring,Botany Bay,2006-12-01,2006,12,2006Q4,440.0,all dwelling,2006-06-01,6,2006,75.6,704.0
1100,Inner Ring,Botany Bay,2007-03-01,2007,3,2007Q1,450.0,all dwelling,2007-06-01,6,2007,77.9,697.5
1100,Inner Ring,Botany Bay,2007-06-01,2007,6,2007Q2,465.0,all dwelling,2007-06-01,6,2007,77.9,720.75
1100,Inner Ring,Botany Bay,2007-09-01,2007,9,2007Q3,515.0,all dwelling,2007-06-01,6,2007,77.9,798.25
1100,Inner Ring,Botany Bay,2007-12-01,2007,12,2007Q4,493.0,all dwelling,2007-06-01,6,2007,77.9,764.15
1100,Inner Ring,Botany Bay,2008-03-01,2008,3,2008Q1,493.0,all dwelling,2008-06-01,6,2008,82.4,719.78
1100,Inner Ring,Botany Bay,2008-06-01,2008,6,2008Q2,470.0,all dwelling,2008-06-01,6,2008,82.4,686.1999999999999
1100,Inner Ring,Botany Bay,2008-09-01,2008,9,2008Q3,445.0,all dwelling,2008-06-01,6,2008,82.4,649.6999999999999
1100,Inner Ring,Botany Bay,2008-12-01,2008,12,2008Q4,480.0,all dwelling,2008-06-01,6,2008,82.4,700.8
1100,Inner Ring,Botany Bay,2009-03-01,2009,3,2009Q1,488.0,all dwelling,2009-06-01,6,2009,86.9,678.3199999999999
1100,Inner Ring,Botany Bay,2009-06-01,2009,6,2009Q2,485.0,all dwelling,2009-06-01,6,2009,86.9,674.15
1100,Inner Ring,Botany Bay,2009-09-01,2009,9,2009Q3,500.0,all dwelling,2009-06-01,6,2009,86.9,695.0
1100,Inner Ring,Botany Bay,2009-12-01,2009,12,2009Q4,527.0,all dwelling,2009-06-01,6,2009,86.9,732.53
1100,Inner Ring,Botany Bay,2010-03-01,2010,3,2010Q1,563.0,all dwelling,2010-06-01,6,2010,92.1,737.5300000000001
1100,Inner Ring,Botany Bay,2010-06-01,2010,6,2010Q2,575.0,all dwelling,2010-06-01,6,2010,92.1,753.25
1100,Inner Ring,Botany Bay,2010-09-01,2010,9,2010Q3,550.0,all dwelling,2010-06-01,6,2010,92.1,720.5
1100,Inner Ring,Botany Bay,2010-12-01,2010,12,2010Q4,570.0,all dwelling,2010-06-01,6,2010,92.1,746.7
1100,Inner Ring,Botany Bay,2011-03-01,2011,3,2011Q1,555.0,all dwelling,2011-06-01,6,2011,96.8,693.75
1100,Inner Ring,Botany Bay,2011-06-01,2011,6,2011Q2,600.0,all dwelling,2011-06-01,6,2011,96.8,750.0
1100,Inner Ring,Botany Bay,2011-09-01,2011,9,2011Q3,580.0,all dwelling,2011-06-01,6,2011,96.8,725.0
1100,Inner Ring,Botany Bay,2011-12-01,2011,12,2011Q4,559.0,all dwelling,2011-06-01,6,2011,96.8,698.75
1100,Inner Ring,Botany Bay,2012-03-01,2012,3,2012Q1,614.0,all dwelling,2012-06-01,6,2012,101.0,730.66
1100,Inner Ring,Botany Bay,2012-06-01,2012,6,2012Q2,596.0,all dwelling,2012-06-01,6,2012,101.0,709.24
1100,Inner Ring,Botany Bay,2012-09-01,2012,9,2012Q3,630.0,all dwelling,2012-06-01,6,2012,101.0,749.6999999999999
1100,Inner Ring,Botany Bay,2012-12-01,2012,12,2012Q4,625.0,all dwelling,2012-06-01,6,2012,101.0,743.75
1100,Inner Ring,Botany Bay,2013-03-01,2013,3,2013Q1,620.0,all dwelling,2013-06-01,6,2013,106.6,700.5999999999999
1100,Inner Ring,Botany Bay,2013-06-01,2013,6,2013Q2,610.0,all dwelling,2013-06-01,6,2013,106.6,689.3
1100,Inner Ring,Botany Bay,2013-09-01,2013,9,2013Q3,620.0,all dwelling,2013-06-01,6,2013,106.6,700.5999999999999
1100,Inner Ring,Botany Bay,2013-12-01,2013,12,2013Q4,680.0,all dwelling,2013-06-01,6,2013,106.6,768.4
1100,Inner Ring,Botany Bay,2014-03-01,2014,3,2014Q1,694.0,all dwelling,2014-06-01,6,2014,110.8,756.46
1100,Inner Ring,Botany Bay,2014-06-01,2014,6,2014Q2,720.0,all dwelling,2014-06-01,6,2014,110.8,784.8000000000001
1100,Inner Ring,Botany Bay,2014-09-01,2014,9,2014Q3,795.0,all dwelling,2014-06-01,6,2014,110.8,866.5500000000001
1100,Inner Ring,Botany Bay,2014-12-01,2014,12,2014Q4,796.0,all dwelling,2014-06-01,6,2014,110.8,867.6400000000001
1100,Inner Ring,Botany Bay,2015-03-01,2015,3,2015Q1,785.0,all dwelling,2015-06-01,6,2015,114.9,824.25
1100,Inner Ring,Botany Bay,2015-06-01,2015,6,2015Q2,837.0,all dwelling,2015-06-01,6,2015,114.9,878.85
1100,Inner Ring,Botany Bay,2015-09-01,2015,9,2015Q3,880.0,all dwelling,2015-06-01,6,2015,114.9,924.0
1100,Inner Ring,Botany Bay,2015-12-01,2015,12,2015Q4,870.0,all dwelling,2015-06-01,6,2015,114.9,913.5
1100,Inner Ring,Botany Bay,2016-03-01,2016,3,2016Q1,785.0,all dwelling,2016-06-01,6,2016,116.7,808.5500000000001
1100,Inner Ring,Botany Bay,2016-06-01,2016,6,2016Q2,880.0,all dwelling,2016-06-01,6,2016,116.7,906.4
1100,Inner Ring,Botany Bay,2016-09-01,2016,9,2016Q3,878.0,all dwelling,2016-06-01,6,2016,116.7,904.34
1100,Inner Ring,Botany Bay,2016-12-01,2016,12,2016Q4,935.0,all dwelling,2016-06-01,6,2016,116.7,963.0500000000001
1100,Inner Ring,Botany Bay,2017-03-01,2017,3,2017Q1,880.0,all dwelling,2017-06-01,6,2017,120.6,880.0
1,Inner Ring,Inner Ring,1991-03-01,1991,3,1991Q1,137.0,all dwelling,1991-06-01,6,1991,57.2,289.07
1,Inner Ring,Inner Ring,1991-06-01,1991,6,1991Q2,195.0,all dwelling,1991-06-01,6,1991,57.2,411.45
1,Inner Ring,Inner Ring,1991-09-01,1991,9,1991Q3,189.0,all dwelling,1991-06-01,6,1991,57.2,398.78999999999996
1,Inner Ring,Inner Ring,1991-12-01,1991,12,1991Q4,210.0,all dwelling,1991-06-01,6,1991,57.2,443.09999999999997
1,Inner Ring,Inner Ring,1992-03-01,1992,3,1992Q1,210.0,all dwelling,1992-06-01,6,1992,54.0,468.3
