code,ring_type,area,date,year,month,quarter,nominal_price,strata title,CPI_quarter2,real_price
150,Inner Ring,Ashfield,1991-03-01,1991,3,1991Q1,127.0,strata,57.2,267.96999999999997
150,Inner Ring,Ashfield,1991-06-01,1991,6,1991Q2,124.0,strata,57.2,261.64
150,Inner Ring,Ashfield,1991-09-01,1991,9,1991Q3,128.0,strata,57.2,270.08
150,Inner Ring,Ashfield,1991-12-01,1991,12,1991Q4,129.0,strata,57.2,272.19
150,Inner Ring,Ashfield,1992-03-01,1992,3,1992Q1,145.0,strata,54.0,323.35
150,Inner Ring,Ashfield,1992-06-01,1992,6,1992Q2,145.0,strata,54.0,323.35
150,Inner Ring,Ashfield,1992-09-01,1992,9,1992Q3,144.0,strata,54.0,321.12
150,Inner Ring,Ashfield,1992-12-01,1992,12,1992Q4,132.0,strata,54.0,294.36
150,Inner Ring,Ashfield,1993-03-01,1993,3,1993Q1,125.0,strata,53.7,281.25
150,Inner Ring,Ashfield,1993-06-01,1993,6,1993Q2,127.0,strata,53.7,285.75
150,Inner Ring,Ashfield,1993-09-01,1993,9,1993Q3,124.0,strata,53.7,279.0
150,Inner Ring,Ashfield,1993-12-01,1993,12,1993Q4,129.0,strata,53.7,290.25
150,Inner Ring,Ashfield,1994-03-01,1994,3,1994Q1,137.0,strata,53.5,308.25
150,Inner Ring,Ashfield,1994-06-01,1994,6,1994Q2,130.0,strata,53.5,292.5
150,Inner Ring,Ashfield,1994-09-01,1994,9,1994Q3,134.0,strata,53.5,301.5
150,Inner Ring,Ashfield,1994-12-01,1994,12,1994Q4,143.0,strata,53.5,321.75
150,Inner Ring,Ashfield,1995-03-01,1995,3,1995Q1,132.0,strata,59.5,267.96
150,Inner Ring,Ashfield,1995-06-01,1995,6,1995Q2,146.0,strata,59.5,296.38
150,Inner Ring,Ashfield,1995-09-01,1995,9,1995Q3,140.0,strata,59.5,284.2
150,Inner Ring,Ashfield,1995-12-01,1995,12,1995Q4,145.0,strata,59.5,294.34999999999997
150,Inner Ring,Ashfield,1996-03-01,1996,3,1996Q1,145.0,strata,61.4,284.2
150,Inner Ring,Ashfield,1996-06-01,1996,6,1996Q2,150.0,strata,61.4,294.0
150,Inner Ring,Ashfield,1996-09-01,1996,9,1996Q3,158.0,strata,61.4,309.68
150,Inner Ring,Ashfield,1996-12-01,1996,12,1996Q4,140.0,strata,61.4,274.4
150,Inner Ring,Ashfield,1997-03-01,1997,3,1997Q1,155.0,strata,56.8,328.6
150,Inner Ring,Ashfield,1997-06-01,1997,6,1997Q2,160.0,strata,56.8,339.20000000000005
150,Inner Ring,Ashfield,1997-09-01,1997,9,1997Q3,184.0,strata,56.8,390.08000000000004
150,Inner Ring,Ashfield,1997-12-01,1997,12,1997Q4,190.0,strata,56.8,402.8
150,Inner Ring,Ashfield,1998-03-01,1998,3,1998Q1,190.0,strata,56.6,404.7
150,Inner Ring,Ashfield,1998-06-01,1998,6,1998Q2,197.0,strata,56.6,419.60999999999996
150,Inner Ring,Ashfield,1998-09-01,1998,9,1998Q3,195.0,strata,56.6,415.34999999999997
150,Inner Ring,Ashfield,1998-12-01,1998,12,1998Q4,181.0,strata,56.6,385.53
150,Inner Ring,Ashfield,1999-03-01,1999,3,1999Q1,208.0,strata,58.2,430.55999999999995
150,Inner Ring,Ashfield,1999-06-01,1999,6,1999Q2,219.0,strata,58.2,453.33
150,Inner Ring,Ashfield,1999-09-01,1999,9,1999Q3,215.0,strata,58.2,445.04999999999995
150,Inner Ring,Ashfield,1999-12-01,1999,12,1999Q4,200.0,strata,58.2,413.99999999999994
150,Inner Ring,Ashfield,2000-03-01,2000,3,2000Q1,223.0,strata,61.2,439.31
150,Inner Ring,Ashfield,2000-06-01,2000,6,2000Q2,235.0,strata,61.2,462.95
150,Inner Ring,Ashfield,2000-09-01,2000,9,2000Q3,211.0,strata,61.2,415.67
150,Inner Ring,Ashfield,2000-12-01,2000,12,2000Q4,228.0,strata,61.2,449.15999999999997
150,Inner Ring,Ashfield,2001-03-01,2001,3,2001Q1,235.0,strata,65.4,432.40000000000003
150,Inner Ring,Ashfield,2001-06-01,2001,6,2001Q2,253.0,strata,65.4,465.52000000000004
150,Inner Ring,Ashfield,2001-09-01,2001,9,2001Q3,285.0,strata,65.4,524.4
150,Inner Ring,Ashfield,2001-12-01,2001,12,2001Q4,318.0,strata,65.4,585.12
150,Inner Ring,Ashfield,2002-03-01,2002,3,2002Q1,305.0,strata,67.2,545.95
150,Inner Ring,Ashfield,2002-06-01,2002,6,2002Q2,311.0,strata,67.2,556.69
150,Inner Ring,Ashfield,2002-09-01,2002,9,2002Q3,330.0,strata,67.2,590.7
150,Inner Ring,Ashfield,2002-12-01,2002,12,2002Q4,290.0,strata,67.2,519.1
150,Inner Ring,Ashfield,2003-03-01,2003,3,2003Q1,325.0,strata,68.9,568.75
150,Inner Ring,Ashfield,2003-06-01,2003,6,2003Q2,313.0,strata,68.9,547.75
150,Inner Ring,Ashfield,2003-09-01,2003,9,2003Q3,375.0,strata,68.9,656.25
150,Inner Ring,Ashfield,2003-12-01,2003,12,2003Q4,360.0,strata,68.9,630.0
150,Inner Ring,Ashfield,2004-03-01,2004,3,2004Q1,350.0,strata,71.1,595.0
150,Inner Ring,Ashfield,2004-06-01,2004,6,2004Q2,310.0,strata,71.1,527.0
150,Inner Ring,Ashfield,2004-09-01,2004,9,2004Q3,326.0,strata,71.1,554.1999999999999
150,Inner Ring,Ashfield,2004-12-01,2004,12,2004Q4,333.0,strata,71.1,566.1
150,Inner Ring,Ashfield,2005-03-01,2005,3,2005Q1,317.0,strata,73.7,519.88
150,Inner Ring,Ashfield,2005-06-01,2005,6,2005Q2,310.0,strata,73.7,508.4
150,Inner Ring,Ashfield,2005-09-01,2005,9,2005Q3,313.0,strata,73.7,513.3199999999999
150,Inner Ring,Ashfield,2005-12-01,2005,12,2005Q4,323.0,strata,73.7,529.7199999999999
150,Inner Ring,Ashfield,2006-03-01,2006,3,2006Q1,350.0,strata,75.6,560.0
150,Inner Ring,Ashfield,2006-06-01,2006,6,2006Q2,332.0,strata,75.6,531.2
150,Inner Ring,Ashfield,2006-09-01,2006,9,2006Q3,323.0,strata,75.6,516.8000000000001
150,Inner Ring,Ashfield,2006-12-01,2006,12,2006Q4,340.0,strata,75.6,544.0
150,Inner Ring,Ashfield,2007-03-01,2007,3,2007Q1,345.0,strata,77.9,534.75
150,Inner Ring,Ashfield,2007-06-01,2007,6,2007Q2,350.0,strata,77.9,542.5
150,Inner Ring,Ashfield,2007-09-01,2007,9,2007Q3,365.0,strata,77.9,565.75
150,Inner Ring,Ashfield,2007-12-01,2007,12,2007Q4,331.0,strata,77.9,513.0500000000001
150,Inner Ring,Ashfield,2008-03-01,2008,3,2008Q1,347.0,strata,82.4,506.62
150,Inner Ring,Ashfield,2008-06-01,2008,6,2008Q2,332.0,strata,82.4,484.71999999999997
150,Inner Ring,Ashfield,2008-09-01,2008,9,2008Q3,349.0,strata,82.4,509.53999999999996
150,Inner Ring,Ashfield,2008-12-01,2008,12,2008Q4,350.0,strata,82.4,511.0
150,Inner Ring,Ashfield,2009-03-01,2009,3,2009Q1,374.0,strata,86.9,519.86
150,Inner Ring,Ashfield,2009-06-01,2009,6,2009Q2,375.0,strata,86.9,521.25
150,Inner Ring,Ashfield,2009-09-01,2009,9,2009Q3,398.0,strata,86.9,553.2199999999999
150,Inner Ring,Ashfield,2009-12-01,2009,12,2009Q4,405.0,strata,86.9,562.9499999999999
150,Inner Ring,Ashfield,2010-03-01,2010,3,2010Q1,399.0,strata,92.1,522.69
150,Inner Ring,Ashfield,2010-06-01,2010,6,2010Q2,422.0,strata,92.1,552.82
150,Inner Ring,Ashfield,2010-09-01,2010,9,2010Q3,445.0,strata,92.1,582.95
150,Inner Ring,Ashfield,2010-12-01,2010,12,2010Q4,450.0,strata,92.1,589.5
150,Inner Ring,Ashfield,2011-03-01,2011,3,2011Q1,470.0,strata,96.8,587.5
150,Inner Ring,Ashfield,2011-06-01,2011,6,2011Q2,472.0,strata,96.8,590.0
150,Inner Ring,Ashfield,2011-09-01,2011,9,2011Q3,469.0,strata,96.8,586.25
150,Inner Ring,Ashfield,2011-12-01,2011,12,2011Q4,475.0,strata,96.8,593.75
150,Inner Ring,Ashfield,2012-03-01,2012,3,2012Q1,469.0,strata,101.0,558.11
150,Inner Ring,Ashfield,2012-06-01,2012,6,2012Q2,470.0,strata,101.0,559.3
150,Inner Ring,Ashfield,2012-09-01,2012,9,2012Q3,495.0,strata,101.0,589.05
150,Inner Ring,Ashfield,2012-12-01,2012,12,2012Q4,496.0,strata,101.0,590.24
150,Inner Ring,Ashfield,2013-03-01,2013,3,2013Q1,475.0,strata,106.6,536.75
150,Inner Ring,Ashfield,2013-06-01,2013,6,2013Q2,502.0,strata,106.6,567.26
150,Inner Ring,Ashfield,2013-09-01,2013,9,2013Q3,527.0,strata,106.6,595.51
150,Inner Ring,Ashfield,2013-12-01,2013,12,2013Q4,565.0,strata,106.6,638.4499999999999
150,Inner Ring,Ashfield,2014-03-01,2014,3,2014Q1,596.0,strata,110.8,649.6400000000001
150,Inner Ring,Ashfield,2014-06-01,2014,6,2014Q2,580.0,strata,110.8,632.2
150,Inner Ring,Ashfield,2014-09-01,2014,9,2014Q3,638.0,strata,110.8,695.4200000000001
150,Inner Ring,Ashfield,2014-12-01,2014,12,2014Q4,678.0,strata,110.8,739.0200000000001
150,Inner Ring,Ashfield,2015-03-01,2015,3,2015Q1,669.0,strata,114.9,702.45
150,Inner Ring,Ashfield,2015-06-01,2015,6,2015Q2,739.0,strata,114.9,775.95
150,Inner Ring,Ashfield,2015-09-01,2015,9,2015Q3,730.0,strata,114.9,766.5
150,Inner Ring,Ashfield,2015-12-01,2015,12,2015Q4,680.0,strata,114.9,714.0
150,Inner Ring,Ashfield,2016-03-01,2016,3,2016Q1,685.0,strata,116.7,705.5500000000001
150,Inner Ring,Ashfield,2016-06-01,2016,6,2016Q2,686.0,strata,116.7,706.58
150,Inner Ring,Ashfield,2016-09-01,2016,9,2016Q3,662.0,strata,116.7,681.86
150,Inner Ring,Ashfield,2016-12-01,2016,12,2016Q4,709.0,strata,116.7,730.27
150,Inner Ring,Ashfield,2017-03-01,2017,3,2017Q1,708.0,strata,120.6,708.0
1100,Inner Ring,Botany Bay,1991-03-01,1991,3,1991Q1,136.0,strata,57.2,286.96
1100,Inner Ring,Botany Bay,1991-06-01,1991,6,1991Q2,136.0,strata,57.2,286.96
1100,Inner Ring,Botany Bay,1991-09-01,1991,9,1991Q3,115.0,strata,57.2,242.64999999999998
1100,Inner Ring,Botany Bay,1991-12-01,1991,12,1991Q4,116.0,strata,57.2,244.76
1100,Inner Ring,Botany Bay,1992-03-01,1992,3,1992Q1,128.0,strata,54.0,285.44
1100,Inner Ring,Botany Bay,1992-06-01,1992,6,1992Q2,132.0,strata,54.0,294.36
1100,Inner Ring,Botany Bay,1992-09-01,1992,9,1992Q3,123.0,strata,54.0,274.29
1100,Inner Ring,Botany Bay,1992-12-01,1992,12,1992Q4,121.0,strata,54.0,269.83
1100,Inner Ring,Botany Bay,1993-03-01,1993,3,1993Q1,122.0,strata,53.7,274.5
1100,Inner Ring,Botany Bay,1993-06-01,1993,6,1993Q2,122.0,strata,53.7,274.5
1100,Inner Ring,Botany Bay,1993-09-01,1993,9,1993Q3,126.0,strata,53.7,283.5
1100,Inner Ring,Botany Bay,1993-12-01,1993,12,1993Q4,131.0,strata,53.7,294.75
1100,Inner Ring,Botany Bay,1994-03-01,1994,3,1994Q1,124.0,strata,53.5,279.0
1100,Inner Ring,Botany Bay,1994-06-01,1994,6,1994Q2,135.0,strata,53.5,303.75
1100,Inner Ring,Botany Bay,1994-09-01,1994,9,1994Q3,129.0,strata,53.5,290.25
1100,Inner Ring,Botany Bay,1994-12-01,1994,12,1994Q4,136.0,strata,53.5,306.0
1100,Inner Ring,Botany Bay,1995-03-01,1995,3,1995Q1,139.0,strata,59.5,282.16999999999996
1100,Inner Ring,Botany Bay,1995-06-01,1995,6,1995Q2,135.0,strata,59.5,274.04999999999995
1100,Inner Ring,Botany Bay,1995-09-01,1995,9,1995Q3,146.0,strata,59.5,296.38
1100,Inner Ring,Botany Bay,1995-12-01,1995,12,1995Q4,144.0,strata,59.5,292.32
1100,Inner Ring,Botany Bay,1996-03-01,1996,3,1996Q1,153.0,strata,61.4,299.88
1100,Inner Ring,Botany Bay,1996-06-01,1996,6,1996Q2,146.0,strata,61.4,286.15999999999997
1100,Inner Ring,Botany Bay,1996-09-01,1996,9,1996Q3,147.0,strata,61.4,288.12
1100,Inner Ring,Botany Bay,1996-12-01,1996,12,1996Q4,151.0,strata,61.4,295.96
1100,Inner Ring,Botany Bay,1997-03-01,1997,3,1997Q1,165.0,strata,56.8,349.8
1100,Inner Ring,Botany Bay,1997-06-01,1997,6,1997Q2,165.0,strata,56.8,349.8
1100,Inner Ring,Botany Bay,1997-09-01,1997,9,1997Q3,183.0,strata,56.8,387.96000000000004
1100,Inner Ring,Botany Bay,1997-12-01,1997,12,1997Q4,200.0,strata,56.8,424.0
1100,Inner Ring,Botany Bay,1998-03-01,1998,3,1998Q1,188.0,strata,56.6,400.44
1100,Inner Ring,Botany Bay,1998-06-01,1998,6,1998Q2,190.0,strata,56.6,404.7
1100,Inner Ring,Botany Bay,1998-09-01,1998,9,1998Q3,195.0,strata,56.6,415.34999999999997
1100,Inner Ring,Botany Bay,1998-12-01,1998,12,1998Q4,192.0,strata,56.6,408.96
1100,Inner Ring,Botany Bay,1999-03-01,1999,3,1999Q1,271.0,strata,58.2,560.9699999999999
1100,Inner Ring,Botany Bay,1999-06-01,1999,6,1999Q2,205.0,strata,58.2,424.34999999999997
1100,Inner Ring,Botany Bay,1999-09-01,1999,9,1999Q3,200.0,strata,58.2,413.99999999999994
1100,Inner Ring,Botany Bay,1999-12-01,1999,12,1999Q4,216.0,strata,58.2,447.11999999999995
1100,Inner Ring,Botany Bay,2000-03-01,2000,3,2000Q1,240.0,strata,61.2,472.8
1100,Inner Ring,Botany Bay,2000-06-01,2000,6,2000Q2,250.0,strata,61.2,492.5
1100,Inner Ring,Botany Bay,2000-09-01,2000,9,2000Q3,225.0,strata,61.2,443.25
1100,Inner Ring,Botany Bay,2000-12-01,2000,12,2000Q4,223.0,strata,61.2,439.31
1100,Inner Ring,Botany Bay,2001-03-01,2001,3,2001Q1,259.0,strata,65.4,476.56
1100,Inner Ring,Botany Bay,2001-06-01,2001,6,2001Q2,301.0,strata,65.4,553.84
1100,Inner Ring,Botany Bay,2001-09-01,2001,9,2001Q3,286.0,strata,65.4,526.24
1100,Inner Ring,Botany Bay,2001-12-01,2001,12,2001Q4,280.0,strata,65.4,515.2
1100,Inner Ring,Botany Bay,2002-03-01,2002,3,2002Q1,288.0,strata,67.2,515.52
1100,Inner Ring,Botany Bay,2002-06-01,2002,6,2002Q2,295.0,strata,67.2,528.05
1100,Inner Ring,Botany Bay,2002-09-01,2002,9,2002Q3,325.0,strata,67.2,581.75
1100,Inner Ring,Botany Bay,2002-12-01,2002,12,2002Q4,315.0,strata,67.2,563.85
1100,Inner Ring,Botany Bay,2003-03-01,2003,3,2003Q1,405.0,strata,68.9,708.75
1100,Inner Ring,Botany Bay,2003-06-01,2003,6,2003Q2,398.0,strata,68.9,696.5
1100,Inner Ring,Botany Bay,2003-09-01,2003,9,2003Q3,430.0,strata,68.9,752.5
1100,Inner Ring,Botany Bay,2003-12-01,2003,12,2003Q4,369.0,strata,68.9,645.75
1100,Inner Ring,Botany Bay,2004-03-01,2004,3,2004Q1,380.0,strata,71.1,646.0
1100,Inner Ring,Botany Bay,2004-06-01,2004,6,2004Q2,402.0,strata,71.1,683.4
1100,Inner Ring,Botany Bay,2004-09-01,2004,9,2004Q3,412.0,strata,71.1,700.4
1100,Inner Ring,Botany Bay,2004-12-01,2004,12,2004Q4,408.0,strata,71.1,693.6
1100,Inner Ring,Botany Bay,2005-03-01,2005,3,2005Q1,425.0,strata,73.7,697.0
1100,Inner Ring,Botany Bay,2005-06-01,2005,6,2005Q2,448.0,strata,73.7,734.7199999999999
1100,Inner Ring,Botany Bay,2005-09-01,2005,9,2005Q3,425.0,strata,73.7,697.0
1100,Inner Ring,Botany Bay,2005-12-01,2005,12,2005Q4,410.0,strata,73.7,672.4
1100,Inner Ring,Botany Bay,2006-03-01,2006,3,2006Q1,410.0,strata,75.6,656.0
1100,Inner Ring,Botany Bay,2006-06-01,2006,6,2006Q2,410.0,strata,75.6,656.0
1100,Inner Ring,Botany Bay,2006-09-01,2006,9,2006Q3,365.0,strata,75.6,584.0
1100,Inner Ring,Botany Bay,2006-12-01,2006,12,2006Q4,395.0,strata,75.6,632.0
1100,Inner Ring,Botany Bay,2007-03-01,2007,3,2007Q1,373.0,strata,77.9,578.15
1100,Inner Ring,Botany Bay,2007-06-01,2007,6,2007Q2,390.0,strata,77.9,604.5
1100,Inner Ring,Botany Bay,2007-09-01,2007,9,2007Q3,322.0,strata,77.9,499.1
1100,Inner Ring,Botany Bay,2007-12-01,2007,12,2007Q4,384.0,strata,77.9,595.2
1100,Inner Ring,Botany Bay,2008-03-01,2008,3,2008Q1,390.0,strata,82.4,569.4
1100,Inner Ring,Botany Bay,2008-06-01,2008,6,2008Q2,400.0,strata,82.4,584.0
1100,Inner Ring,Botany Bay,2008-09-01,2008,9,2008Q3,428.0,strata,82.4,624.88
1100,Inner Ring,Botany Bay,2008-12-01,2008,12,2008Q4,470.0,strata,82.4,686.1999999999999
1100,Inner Ring,Botany Bay,2009-03-01,2009,3,2009Q1,465.0,strata,86.9,646.3499999999999
1100,Inner Ring,Botany Bay,2009-06-01,2009,6,2009Q2,430.0,strata,86.9,597.6999999999999
1100,Inner Ring,Botany Bay,2009-09-01,2009,9,2009Q3,460.0,strata,86.9,639.4
1100,Inner Ring,Botany Bay,2009-12-01,2009,12,2009Q4,505.0,strata,86.9,701.9499999999999
1100,Inner Ring,Botany Bay,2010-03-01,2010,3,2010Q1,460.0,strata,92.1,602.6
1100,Inner Ring,Botany Bay,2010-06-01,2010,6,2010Q2,420.0,strata,92.1,550.2
1100,Inner Ring,Botany Bay,2010-09-01,2010,9,2010Q3,450.0,strata,92.1,589.5
1100,Inner Ring,Botany Bay,2010-12-01,2010,12,2010Q4,545.0,strata,92.1,713.95
1100,Inner Ring,Botany Bay,2011-03-01,2011,3,2011Q1,488.0,strata,96.8,610.0
1100,Inner Ring,Botany Bay,2011-06-01,2011,6,2011Q2,588.0,strata,96.8,735.0
1100,Inner Ring,Botany Bay,2011-09-01,2011,9,2011Q3,500.0,strata,96.8,625.0
1100,Inner Ring,Botany Bay,2011-12-01,2011,12,2011Q4,500.0,strata,96.8,625.0
1100,Inner Ring,Botany Bay,2012-03-01,2012,3,2012Q1,600.0,strata,101.0,714.0
1100,Inner Ring,Botany Bay,2012-06-01,2012,6,2012Q2,595.0,strata,101.0,708.05
1100,Inner Ring,Botany Bay,2012-09-01,2012,9,2012Q3,600.0,strata,101.0,714.0
1100,Inner Ring,Botany Bay,2012-12-01,2012,12,2012Q4,600.0,strata,101.0,714.0
1100,Inner Ring,Botany Bay,2013-03-01,2013,3,2013Q1,593.0,strata,106.6,670.0899999999999
1100,Inner Ring,Botany Bay,2013-06-01,2013,6,2013Q2,600.0,strata,106.6,677.9999999999999
1100,Inner Ring,Botany Bay,2013-09-01,2013,9,2013Q3,609.0,strata,106.6,688.17
1100,Inner Ring,Botany Bay,2013-12-01,2013,12,2013Q4,643.0,strata,106.6,726.5899999999999
1100,Inner Ring,Botany Bay,2014-03-01,2014,3,2014Q1,633.0,strata,110.8,689.97
1100,Inner Ring,Botany Bay,2014-06-01,2014,6,2014Q2,600.0,strata,110.8,654.0
1100,Inner Ring,Botany Bay,2014-09-01,2014,9,2014Q3,730.0,strata,110.8,795.7
1100,Inner Ring,Botany Bay,2014-12-01,2014,12,2014Q4,723.0,strata,110.8,788.07
1100,Inner Ring,Botany Bay,2015-03-01,2015,3,2015Q1,733.0,strata,114.9,769.65
1100,Inner Ring,Botany Bay,2015-06-01,2015,6,2015Q2,792.0,strata,114.9,831.6
1100,Inner Ring,Botany Bay,2015-09-01,2015,9,2015Q3,868.0,strata,114.9,911.4000000000001
1100,Inner Ring,Botany Bay,2015-12-01,2015,12,2015Q4,814.0,strata,114.9,854.7
1100,Inner Ring,Botany Bay,2016-03-01,2016,3,2016Q1,765.0,strata,116.7,787.95
1100,Inner Ring,Botany Bay,2016-06-01,2016,6,2016Q2,809.0,strata,116.7,833.27
1100,Inner Ring,Botany Bay,2016-09-01,2016,9,2016Q3,819.0,strata,116.7,843.57
1100,Inner Ring,Botany Bay,2016-12-01,2016,12,2016Q4,808.0,strata,116.7,832.24
1100,Inner Ring,Botany Bay,2017-03-01,2017,3,2017Q1,818.0,strata,120.6,818.0
1,Inner Ring,Inner Ring,1991-03-01,1991,3,1991Q1,129.0,strata,57.2,272.19
1,Inner Ring,Inner Ring,1991-06-01,1991,6,1991Q2,130.0,strata,57.2,274.3
1,Inner Ring,Inner Ring,1991-09-01,1991,9,1991Q3,140.0,strata,57.2,295.4
1,Inner Ring,Inner Ring,1991-12-01,1991,12,1991Q4,153.0,strata,57.2,322.83
1,Inner Ring,Inner Ring,1992-03-01,1992,3,1992Q1,166.0,strata,54.0,370.18
1,Inner Ring,Inner Ring,1992-06-01,1992,6,1992Q2,183.0,strata,54.0,408.09
1,Inner Ring,Inner Ring,1992-09-01,1992,9,1992Q3,171.0,strata,54.0,381.33
1,Inner Ring,Inner Ring,1992-12-01,1992,12,1992Q4,180.0,strata,54.0,401.4
1,Inner Ring,Inner Ring,1993-03-01,1993,3,1993Q1,175.0,strata,53.7,393.75
1,Inner Ring,Inner Ring,1993-06-01,1993,6,1993Q2,174.0,strata,53.7,391.5
1,Inner Ring,Inner Ring,1993-09-01,1993,9,1993Q3,179.0,strata,53.7,402.75
1,Inner Ring,Inner Ring,1993-12-01,1993,12,1993Q4,180.0,strata,53.7,405.0
1,Inner Ring,Inner Ring,1994-03-01,1994,3,1994Q1,185.0,strata,53.5,416.25
1,Inner Ring,Inner Ring,1994-06-01,1994,6,1994Q2,185.0,strata,53.5,416.25
1,Inner Ring,Inner Ring,1994-09-01,1994,9,1994Q3,204.0,strata,53.5,459.0
1,Inner Ring,Inner Ring,1994-12-01,1994,12,1994Q4,205.0,strata,53.5,461.25
1,Inner Ring,Inner Ring,1995-03-01,1995,3,1995Q1,210.0,strata,59.5,426.29999999999995
1,Inner Ring,Inner Ring,1995-06-01,1995,6,1995Q2,208.0,strata,59.5,422.23999999999995
1,Inner Ring,Inner Ring,1995-09-01,1995,9,1995Q3,205.0,strata,59.5,416.15
1,Inner Ring,Inner Ring,1995-12-01,1995,12,1995Q4,206.0,strata,59.5,418.17999999999995
1,Inner Ring,Inner Ring,1996-03-01,1996,3,1996Q1,225.0,strata,61.4,441.0
1,Inner Ring,Inner Ring,1996-06-01,1996,6,1996Q2,220.0,strata,61.4,431.2
1,Inner Ring,Inner Ring,1996-09-01,1996,9,1996Q3,235.0,strata,61.4,460.59999999999997
1,Inner Ring,Inner Ring,1996-12-01,1996,12,1996Q4,254.0,strata,61.4,497.84
1,Inner Ring,Inner Ring,1997-03-01,1997,3,1997Q1,252.0,strata,56.8,534.24
1,Inner Ring,Inner Ring,1997-06-01,1997,6,1997Q2,270.0,strata,56.8,572.4
1,Inner Ring,Inner Ring,1997-09-01,1997,9,1997Q3,281.0,strata,56.8,595.72
1,Inner Ring,Inner Ring,1997-12-01,1997,12,1997Q4,280.0,strata,56.8,593.6
1,Inner Ring,Inner Ring,1998-03-01,1998,3,1998Q1,279.0,strata,56.6,594.27
1,Inner Ring,Inner Ring,1998-06-01,1998,6,1998Q2,290.0,strata,56.6,617.6999999999999
1,Inner Ring,Inner Ring,1998-09-01,1998,9,1998Q3,288.0,strata,56.6,613.4399999999999
1,Inner Ring,Inner Ring,1998-12-01,1998,12,1998Q4,290.0,strata,56.6,617.6999999999999
1,Inner Ring,Inner Ring,1999-03-01,1999,3,1999Q1,303.0,strata,58.2,627.2099999999999
1,Inner Ring,Inner Ring,1999-06-01,1999,6,1999Q2,304.0,strata,58.2,629.28
1,Inner Ring,Inner Ring,1999-09-01,1999,9,1999Q3,324.0,strata,58.2,670.68
1,Inner Ring,Inner Ring,1999-12-01,1999,12,1999Q4,330.0,strata,58.2,683.0999999999999
1,Inner Ring,Inner Ring,2000-03-01,2000,3,2000Q1,348.0,strata,61.2,685.56
1,Inner Ring,Inner Ring,2000-06-01,2000,6,2000Q2,335.0,strata,61.2,659.95
1,Inner Ring,Inner Ring,2000-09-01,2000,9,2000Q3,328.0,strata,61.2,646.16
1,Inner Ring,Inner Ring,2000-12-01,2000,12,2000Q4,340.0,strata,61.2,669.8
1,Inner Ring,Inner Ring,2001-03-01,2001,3,2001Q1,358.0,strata,65.4,658.72
1,Inner Ring,Inner Ring,2001-06-01,2001,6,2001Q2,370.0,strata,65.4,680.8000000000001
1,Inner Ring,Inner Ring,2001-09-01,2001,9,2001Q3,387.0,strata,65.4,712.08
1,Inner Ring,Inner Ring,2001-12-01,2001,12,2001Q4,395.0,strata,65.4,726.8000000000001
1,Inner Ring,Inner Ring,2002-03-01,2002,3,2002Q1,400.0,strata,67.2,716.0
1,Inner Ring,Inner Ring,2002-06-01,2002,6,2002Q2,425.0,strata,67.2,760.75
1,Inner Ring,Inner Ring,2002-09-01,2002,9,2002Q3,450.0,strata,67.2,805.5
1,Inner Ring,Inner Ring,2002-12-01,2002,12,2002Q4,445.0,strata,67.2,796.5500000000001
1,Inner Ring,Inner Ring,2003-03-01,2003,3,2003Q1,443.0,strata,68.9,775.25
1,Inner Ring,Inner Ring,2003-06-01,2003,6,2003Q2,458.0,strata,68.9,801.5
1,Inner Ring,Inner Ring,2003-09-01,2003,9,2003Q3,470.0,strata,68.9,822.5
1,Inner Ring,Inner Ring,2003-12-01,2003,12,2003Q4,465.0,strata,68.9,813.75
1,Inner Ring,Inner Ring,2004-03-01,2004,3,2004Q1,462.0,strata,71.1,785.4
1,Inner Ring,Inner Ring,2004-06-01,2004,6,2004Q2,445.0,strata,71.1,756.5
1,Inner Ring,Inner Ring,2004-09-01,2004,9,2004Q3,460.0,strata,71.1,782.0
1,Inner Ring,Inner Ring,2004-12-01,2004,12,2004Q4,470.0,strata,71.1,799.0
1,Inner Ring,Inner Ring,2005-03-01,2005,3,2005Q1,470.0,strata,73.7,770.8
1,Inner Ring,Inner Ring,2005-06-01,2005,6,2005Q2,465.0,strata,73.7,762.5999999999999
1,Inner Ring,Inner Ring,2005-09-01,2005,9,2005Q3,445.0,strata,73.7,729.8
1,Inner Ring,Inner Ring,2005-12-01,2005,12,2005Q4,455.0,strata,73.7,746.1999999999999
1,Inner Ring,Inner Ring,2006-03-01,2006,3,2006Q1,455.0,strata,75.6,728.0
1,Inner Ring,Inner Ring,2006-06-01,2006,6,2006Q2,470.0,strata,75.6,752.0
1,Inner Ring,Inner Ring,2006-09-01,2006,9,2006Q3,450.0,strata,75.6,720.0
1,Inner Ring,Inner Ring,2006-12-01,2006,12,2006Q4,475.0,strata,75.6,760.0
1,Inner Ring,Inner Ring,2007-03-01,2007,3,2007Q1,459.0,strata,77.9,711.45
1,Inner Ring,Inner Ring,2007-06-01,2007,6,2007Q2,480.0,strata,77.9,744.0
1,Inner Ring,Inner Ring,2007-09-01,2007,9,2007Q3,495.0,strata,77.9,767.25
1,Inner Ring,Inner Ring,2007-12-01,2007,12,2007Q4,505.0,strata,77.9,782.75
1,Inner Ring,Inner Ring,2008-03-01,2008,3,2008Q1,498.0,strata,82.4,727.0799999999999
